Date,AAPL,MSFT,GOOG,GOOGL,AMZN,NVDA,META,TSLA,BRK-B,LLY
2023-08-23,179.36312866210938,322.6748352050781,132.42286682128906,131.58087158203125,135.52000427246094,47.08702850341797,292.6346130371094,236.86000061035156,354.260009765625,545.4950561523438
2023-08-24,174.66912841796875,315.7378234863281,129.6493377685547,129.0063018798828,131.83999633789062,47.13399124145508,285.18548583984375,230.0399932861328,354.29998779296875,540.2112426757812
2023-08-25,176.87750244140625,318.7080383300781,129.91775512695312,129.10569763183594,133.25999450683594,45.98970413208008,283.9422912597656,238.58999633789062,355.92999267578125,545.7809448242188
2023-08-28,178.4421844482422,319.4185485839844,131.01124572753906,130.22897338867188,133.13999938964844,46.80619430541992,288.67633056640625,238.82000732421875,355.54998779296875,546.047119140625
2023-08-29,182.3340301513672,324.06622314453125,134.6894073486328,133.7677764892578,134.91000366210938,48.753997802734375,296.3641357421875,257.17999267578125,358.2900085449219,546.0274047851562
2023-08-30,185.82980346679688,324.4411926269531,136.12088012695312,135.0699462890625,135.07000732421875,49.23370361328125,293.4898986816406,256.8999938964844,361.05999755859375,540.2012939453125
2023-08-31,186.0476837158203,323.4248046875,136.53842163085938,135.3582000732422,138.00999450683594,49.324649810791016,294.275634765625,258.0799865722656,360.20001220703125,546.3230590820312
2023-09-01,187.62225341796875,324.31292724609375,135.99163818359375,134.85125732421875,138.1199951171875,48.47916793823242,294.7629089355469,245.00999450683594,362.4599914550781,549.1917114257812
2023-09-05,187.8599395751953,329.13824462890625,135.9021759033203,134.96058654785156,137.27000427246094,48.51813888549805,298.51239013671875,256.489990234375,360.4700012207031,550.25634765625
2023-09-06,181.13577270507812,328.47711181640625,134.57009887695312,133.65841674804688,135.36000061035156,47.03593826293945,297.5376892089844,251.9199981689453,361.6700134277344,551.9913330078125
2023-09-07,175.83766174316406,325.54638671875,135.3951873779297,134.45362854003906,137.85000610351562,46.21636962890625,297.04046630859375,251.49000549316406,361.79998779296875,565.0825805664062
2023-09-08,176.45166015625,329.84869384765625,136.3892822265625,135.5669708251953,138.22999572753906,45.5477294921875,296.2646484375,248.5,363.1499938964844,578.1245727539062
2023-09-11,177.62020874023438,333.4701843261719,136.92611694335938,136.10372924804688,143.10000610351562,45.153934478759766,305.8819274902344,273.5799865722656,365.5199890136719,587.0952758789062
2023-09-12,174.58990478515625,327.38177490234375,135.26597595214844,134.5331573486328,141.22999572753906,44.846099853515625,300.01409912109375,267.4800109863281,367.7799987792969,590.7820434570312
2023-09-13,172.52017211914062,331.6150207519531,136.6875,135.89498901367188,144.85000610351562,45.46076965332031,303.3955993652344,271.29998779296875,367.82000732421875,590.3681030273438
2023-09-14,174.0353240966797,334.2200927734375,138.16871643066406,137.27671813964844,144.72000122070312,45.556724548339844,310.01922607421875,276.0400085449219,369.5,583.201416015625
2023-09-15,173.31239318847656,325.852294921875,137.48277282714844,136.58087158203125,140.38999938964844,43.87661361694336,298.6714782714844,274.3900146484375,367.8599853515625,567.4780883789062
2023-09-18,176.24368286132812,324.7076416015625,138.13888549804688,137.38604736328125,139.97999572753906,43.94258117675781,300.8992919921875,265.2799987792969,370.42999267578125,563.1603393554688
2023-09-19,177.33303833007812,324.30303955078125,138.00965881347656,137.21705627441406,137.6300048828125,43.49681854248047,303.40545654296875,266.5,370.4800109863281,566.7881469726562
2023-09-20,173.78778076171875,316.5272521972656,133.79470825195312,132.9427032470703,135.2899932861328,42.21649932861328,298.03497314453125,262.5899963378906,366.82000732421875,561.5436401367188
2023-09-21,172.24288940429688,315.3036804199219,130.58377075195312,129.66236877441406,129.3300018310547,40.99515151977539,294.116455078125,255.6999969482422,363.2799987792969,542.3108520507812
2023-09-22,173.09454345703125,312.8169860839844,130.4744415283203,129.47349548339844,129.1199951171875,41.587833404541016,297.44818115234375,244.8800048828125,360.1600036621094,542.7150268554688
2023-09-25,174.37203979492188,313.3399658203125,131.3889923095703,130.32838439941406,131.27000427246094,42.19950866699219,299.1886291503906,246.99000549316406,361.7099914550781,544.4402465820312
2023-09-26,170.29202270507812,308.0114440917969,128.68505859375,127.80353546142578,125.9800033569336,41.888675689697266,297.3288269042969,244.1199951171875,359.4200134277344,542.1926879882812
2023-09-27,168.77684020996094,308.65283203125,130.68319702148438,129.76177978515625,125.9800033569336,42.445377349853516,296.115478515625,240.5,357.7799987792969,541.9462280273438
2023-09-28,169.03431701660156,309.4915771484375,132.3433380126953,131.52122497558594,125.9800033569336,43.06604766845703,302.30157470703125,246.3800048828125,357.05999755859375,536.711669921875
2023-09-29,169.5492706298828,311.5736999511719,131.07090759277344,130.07986450195312,127.12000274658203,43.475826263427734,298.572021484375,250.22000122070312,350.29998779296875,529.4957885742188
2023-10-02,172.0646209716797,317.54364013671875,134.37127685546875,133.37014770507812,129.4600067138672,44.758148193359375,305.14593505859375,251.60000610351562,348.0799865722656,530.63916015625
2023-10-03,170.72772216796875,309.244873046875,132.51231384277344,131.6405029296875,124.72000122070312,43.49381637573242,299.29803466796875,246.52999877929688,343.0400085449219,517.725341796875
2023-10-04,171.97552490234375,314.7412109375,135.46478271484375,134.4337615966797,127.0,44.017547607421875,303.9127197265625,261.1600036621094,343.69000244140625,523.90625
2023-10-05,173.21337890625,315.13592529296875,135.1864471435547,134.26475524902344,125.95999908447266,44.6641960144043,303.12701416015625,260.04998779296875,345.05999755859375,533.7838745117188
2023-10-06,175.7683563232422,322.9314270019531,137.91021728515625,136.7598114013672,127.95999908447266,45.73762130737305,313.708984375,260.5299987792969,346.3399963378906,557.1864013671875
2023-10-09,177.2538299560547,325.4575500488281,138.67568969726562,137.59478759765625,128.25999450683594,45.24888229370117,316.6229553222656,259.6700134277344,345.45001220703125,563.633544921875
2023-10-10,176.6596221923828,324.0464782714844,138.37744140625,137.2369384765625,129.47999572753906,45.77360534667969,320.0840148925781,263.6199951171875,348.55999755859375,571.076171875
2023-10-11,178.05596923828125,328.0231628417969,140.86270141601562,139.7121124267578,131.8300018310547,46.78106689453125,326.0314025878906,262.989990234375,348.42999267578125,596.6770629882812
2023-10-12,178.9571533203125,326.77984619140625,139.4610137939453,138.14151000976562,132.3300018310547,46.91999435424805,322.3913269042969,258.8699951171875,345.6600036621094,601.8229370117188
2023-10-13,177.11520385742188,323.39520263671875,137.7611083984375,136.54110717773438,129.7899932861328,45.4367790222168,312.9730224609375,251.1199951171875,345.0899963378906,600.5413818359375
2023-10-16,176.98643493652344,328.24029541015625,139.65985107421875,138.270751953125,132.5500030517578,46.0704460144043,319.39776611328125,253.9199981689453,346.2300109863281,607.875732421875
2023-10-17,175.43162536621094,327.6679382324219,140.15689086914062,138.88702392578125,131.47000122070312,43.91459274291992,322.2322082519531,254.85000610351562,345.3900146484375,599.6640014648438
2023-10-18,174.13436889648438,325.7436828613281,138.4569854736328,137.13754272460938,128.1300048828125,42.173519134521484,315.2406005859375,242.67999267578125,340.8900146484375,598.6091918945312
2023-10-19,173.75804138183594,326.9377746582031,138.1587677001953,136.9287872314453,128.39999389648438,42.07857894897461,311.103271484375,220.11000061035156,338.6600036621094,582.4028930664062
2023-10-20,171.20310974121094,322.3492431640625,135.9320068359375,134.79161071777344,125.16999816894531,41.36495590209961,306.9659423828125,211.99000549316406,335.8599853515625,576.3304443359375
